sent_text,argument,label
Mr Roh and his alliance of squabbling factions are worried by stories in the newspapers hinting that officials in the government 's security organisations are jockeying for power . ,by stories in the newspapers hinting that officials in the government 's security organisations are jockeying for power,topic
"Maud was worried by the lighting , which Sir George turned on -- a dim standard lamp by the fire , a slightly happier lamp , made from a Chinese vase , on the table . ",Maud,experiencer
"Maud was worried by the lighting , which Sir George turned on -- a dim standard lamp by the fire , a slightly happier lamp , made from a Chinese vase , on the table . ",by the lighting,topic
He was worried by the decimation of forests by charcoal burners and persuaded King James I to forbid glass furnaces to be fired with wood in 1615 . ,He,experiencer
He was worried by the decimation of forests by charcoal burners and persuaded King James I to forbid glass furnaces to be fired with wood in 1615 . ,by the decimation of forests by charcoal burners,topic
She is also worried by its deliberate use with other drugs . ,She,experiencer
She is also worried by its deliberate use with other drugs . ,by its deliberate use with other drugs,topic
She 's probably been worrying what family secrets I 'd let out of the bag . ,She,experiencer
She 's probably been worrying what family secrets I 'd let out of the bag . ,what family secrets I 'd let out of the bag,topic
"I never , ever worry about my age . ",I,experiencer
"I never , ever worry about my age . ",about my age,topic
And I should n't worry about suiting . ,I,experiencer
And I should n't worry about suiting . ,about suiting,topic
We do not need to worry about Gioella di Grignano . ,We,experiencer
We do not need to worry about Gioella di Grignano . ,about Gioella di Grignano,topic
The family worried about it in their different ways . ,The family,experiencer
The family worried about it in their different ways . ,about it,topic
"My brothers would n't let me worry about money -- they 'd always see me all right . "" ",My brothers,experiencer
"My brothers would n't let me worry about money -- they 'd always see me all right . "" ",about money,topic
"` Do n't worry about Rose , "" he said . ",about Rose,topic
"He worries at the extent to which known Felix pictures have disappeared in the last 30 years , and can detail those that have gone missing from Brighton , The Oval and a Piccadilly pub . ",He,experiencer
"He worries at the extent to which known Felix pictures have disappeared in the last 30 years , and can detail those that have gone missing from Brighton , The Oval and a Piccadilly pub . ",at the extent to which known Felix pictures have disappeared in the last 30 years,topic
I worry for him . ,I,experiencer
I worry for him . ,for him,topic
She could only think and worry for John . ,She,experiencer
She could only think and worry for John . ,for John,topic
He said it was n't long and that she worried for nothing and I changed the subject . ,she,experiencer
"If , however , your basic pension is your only source of income , you will not have to worry as the amount you receive is below the income tax threshold . ",you,experiencer
"` You must worry like hell at times . "" ",You,experiencer
"The meal was passed in comparative silence , each woman worrying in her own way because of George 's failure to return . ",each woman,experiencer
"The meal was passed in comparative silence , each woman worrying in her own way because of George 's failure to return . ",because of George 's failure to return,topic
Clients also worry about discussing their troubles in case they may not be allowed treatment . ,Clients,experiencer
Clients also worry about discussing their troubles in case they may not be allowed treatment . ,about discussing their troubles,topic
"You get the odd burglary , but you do n't worry about walking around at night . ",you,experiencer
"You get the odd burglary , but you do n't worry about walking around at night . ",about walking around at night,topic
